,DayNum,LScore,LTeamID,LTseed,Lsea,NumOT,Season,WLoc,WScore,WTeamID,WTseed,Wsea,index
0,4,68,1119,,,0,2014,N,79,1102,,,129204
1,4,63,1157,16,W,0,2014,H,72,1103,,,129205
2,4,62,1373,,,0,2014,A,74,1107,16,X,129206
3,4,62,1142,16,Y,0,2014,H,73,1112,01,Z,129207
4,4,61,1420,,,0,2014,H,96,1113,10,Y,129208
5,4,65,1188,,,0,2014,H,99,1116,,,129209
6,4,54,1311,,,0,2014,H,76,1120,,,129210
7,4,60,1160,08,X,0,2014,N,72,1124,06,Z,129211
8,4,83,1252,,,0,2014,A,87,1125,,,129212
9,4,87,1426,,,0,2014,H,116,1129,,,129213
10,4,65,1240,,,0,2014,H,72,1133,,,129214
11,4,72,1451,16,Z,0,2014,H,81,1140,10,Z,129215
12,4,64,1164,,,0,2014,H,83,1143,,,129216
13,4,75,1190,,,0,2014,H,80,1150,,,129217
14,4,61,1300,14,W,0,2014,H,74,1153,05,W,129218
15,4,51,1391,,,0,2014,H,71,1155,,,129219
16,4,77,1268,,,0,2014,N,78,1163,07,W,129220
17,4,61,1108,,,0,2014,H,107,1166,03,Z,129221
18,4,77,1172,,,0,2014,H,111,1181,03,Y,129222
19,4,61,1198,,,0,2014,N,83,1184,15,X,129223
20,4,69,1316,,,0,2014,H,77,1196,01,X,129224
21,4,67,1239,,,0,2014,H,91,1199,,,129225
22,4,67,1384,,,0,2014,H,87,1200,,,129226
23,4,97,1414,,,1,2014,A,98,1201,,,129227
24,4,54,1347,,,0,2014,H,76,1203,09,W,129228
25,4,60,1110,15,Z,0,2014,H,63,1206,,,129229
26,4,52,1459,15,Y,0,2014,H,72,1208,,,129230
27,4,57,1342,,,0,2014,H,88,1210,,,129231
28,4,69,1456,,,0,2014,H,77,1214,,,129232
29,4,55,1398,,,0,2014,H,85,1218,,,129233
30,4,70,1402,,,0,2014,H,76,1222,,,129234
31,4,63,1106,,,0,2014,H,80,1228,,,129235
32,4,72,1152,,,0,2014,H,100,1231,,,129236
33,4,39,1423,,,0,2014,H,82,1234,11,Y,129237
34,4,63,1419,,,0,2014,H,80,1242,02,X,129238
35,4,57,1421,,,0,2014,H,89,1246,08,Y,129239
36,4,75,1213,,,0,2014,N,78,1258,,,129240
37,4,74,1127,,,0,2014,A,79,1259,,,129241
38,4,72,1454,15,W,0,2014,H,76,1260,,,129242
39,4,56,1380,,,0,2014,H,63,1266,,,129243
40,4,69,1354,,,0,2014,H,85,1267,,,129244
41,4,42,1262,,,0,2014,H,69,1276,02,Y,129245
42,4,56,1270,,,0,2014,H,98,1277,04,W,129246
43,4,62,1250,,,0,2014,H,81,1278,,,129247
44,4,54,1407,,,0,2014,H,69,1279,,,129248
45,4,56,1341,,,0,2014,H,71,1280,,,129249
46,4,53,1368,,,0,2014,H,89,1281,,,129250
47,4,67,1330,,,1,2014,A,79,1283,,,129251
48,4,84,1220,,,0,2014,A,88,1284,,,129252
49,4,58,1243,09,Y,0,2014,A,60,1294,,,129253
50,4,77,1111,,,0,2014,H,98,1301,12,Y,129254
51,4,66,1296,,,0,2014,A,68,1303,,,129255
52,4,55,1195,,,0,2014,H,79,1304,11,Z,129256
53,4,61,1324,,,0,2014,H,84,1314,06,W,129257
54,4,62,1275,,,0,2014,H,74,1323,,,129258
55,4,73,1104,,,0,2014,N,82,1328,05,Z,129259
56,4,62,1290,,,0,2014,H,117,1329,09,Z,129260
57,4,75,1207,,,0,2014,N,82,1332,07,Z,129261
58,4,78,1305,,,0,2014,A,80,1334,,,129262
59,4,55,1366,,,0,2014,H,88,1338,09,X,129263
60,4,83,1413,,,0,2014,H,100,1339,,,129264
61,4,78,1130,,,1,2014,H,82,1344,11,W,129265
62,4,76,1297,,,0,2014,H,77,1345,,,129266
63,4,77,1263,,,0,2014,H,97,1348,,,129267
64,4,69,1174,13,W,0,2014,H,71,1350,,,129268
65,4,84,1197,,,0,2014,H,92,1353,,,129269
66,4,73,1410,,,0,2014,A,77,1358,,,129270
67,4,70,1355,,,0,2014,H,74,1360,,,129271
68,4,41,1415,,,0,2014,H,77,1361,04,Z,129272
69,4,61,1395,,,0,2014,N,69,1374,,,129273
70,4,58,1178,,,0,2014,H,74,1375,,,129274
71,4,51,1238,,,0,2014,H,67,1379,,,129275
72,4,62,1274,,,1,2014,A,66,1383,,,129276
73,4,64,1369,,,0,2014,H,87,1387,05,Y,129277
74,4,70,1256,,,0,2014,H,83,1388,,,129278
75,4,68,1137,,,0,2014,H,72,1390,10,X,129279
76,4,55,1265,,,0,2014,H,71,1392,,,129280
77,4,60,1165,,,0,2014,H,82,1393,03,X,129281
78,4,73,1273,14,Y,0,2014,H,76,1400,07,Y,129282
79,4,58,1138,,,0,2014,H,82,1401,,,129283
80,4,61,1223,,,0,2014,H,76,1403,,,129284
81,4,45,1298,,,0,2014,H,72,1406,,,129285
82,4,64,1312,,,0,2014,H,75,1408,,,129286
83,4,83,1313,,,0,2014,H,95,1411,16,Y,129287
84,4,67,1180,,,0,2014,H,72,1417,04,X,129288
85,4,74,1219,,,0,2014,H,82,1422,,,129289
86,4,48,1340,,,0,2014,H,67,1424,,,129290
87,4,65,1425,,,0,2014,H,78,1429,,,129291
88,4,66,1237,,,0,2014,H,74,1430,,,129292
89,4,58,1229,,,0,2014,H,96,1433,05,X,129293
90,4,74,1293,,,0,2014,H,77,1434,,,129294
91,4,59,1248,,,0,2014,H,75,1437,02,W,129295
92,4,41,1241,,,0,2014,H,61,1438,01,W,129296
93,4,71,1154,,,0,2014,H,82,1440,,,129297
94,4,64,1308,13,Z,0,2014,N,70,1444,14,X,129298
95,4,78,1159,,,0,2014,H,89,1448,,,129299
96,4,56,1167,,,0,2014,H,62,1450,,,129300
97,4,62,1291,16,X,0,2014,H,77,1452,,,129301
98,4,75,1385,,,0,2014,N,86,1458,02,Z,129302
99,4,60,1404,,,0,2014,H,78,1461,,,129303
100,4,59,1205,,,0,2014,H,83,1462,12,Y,129304
101,4,57,1244,,,0,2014,A,73,1464,,,129305
102,5,69,1154,,,0,2014,N,84,1119,,,129306
103,5,58,1249,,,0,2014,H,89,1139,,,129307
104,5,69,1233,,,0,2014,H,73,1156,,,129308
105,5,54,1271,,,0,2014,H,73,1162,,,129309
106,5,55,1286,,,0,2014,A,84,1168,,,129310
107,5,80,1236,,,0,2014,H,81,1173,11,X,129311
108,5,58,1212,,,0,2014,H,96,1177,,,129312
109,5,59,1227,,,0,2014,A,61,1179,,,129313
110,5,75,1101,,,0,2014,H,94,1182,,,129314
111,5,60,1244,,,0,2014,A,68,1184,15,X,129315
112,5,54,1357,,,0,2014,H,67,1193,,,129316
113,5,76,1136,,,0,2014,H,100,1211,08,Z,129317
114,5,68,1444,14,X,0,2014,H,78,1218,,,129318
115,5,63,1442,,,0,2014,H,67,1225,,,129319
116,5,73,1123,,,0,2014,H,82,1232,,,129320
117,5,80,1389,,,0,2014,N,87,1254,,,129321
118,5,48,1158,,,0,2014,H,70,1257,04,Y,129322
119,5,89,1355,,,0,2014,N,98,1258,,,129323
120,5,90,1247,,,2,2014,A,99,1264,13,Y,129324
121,5,52,1105,,,0,2014,H,88,1307,07,X,129325
122,5,55,1398,,,0,2014,N,70,1308,13,Z,129326
123,5,63,1427,,,0,2014,A,74,1319,,,129327
124,5,55,1183,,,0,2014,H,72,1321,,,129328
125,5,64,1320,,,0,2014,H,75,1325,,,129329
126,5,50,1288,,,0,2014,H,89,1326,06,X,129330
127,5,62,1447,,,0,2014,H,74,1336,,,129331
128,5,77,1216,,,0,2014,N,82,1346,,,129332
129,5,66,1366,,,0,2014,H,86,1352,,,129333
130,5,59,1213,,,0,2014,H,70,1360,,,129334
131,5,63,1439,,,0,2014,A,64,1367,,,129335
132,5,72,1310,,,0,2014,H,83,1371,,,129336
133,5,44,1255,,,0,2014,H,82,1376,,,129337
134,5,62,1399,,,0,2014,H,72,1378,,,129338
135,5,46,1377,,,0,2014,H,68,1382,,,129339
136,5,64,1436,,,0,2014,A,74,1386,10,W,129340
137,5,73,1335,,,0,2014,A,78,1396,,,129341
138,5,63,1102,,,0,2014,H,71,1440,,,129342
139,5,77,1148,,,0,2014,N,93,1463,,,129343
140,5,72,1198,,,1,2014,N,74,1464,,,129344
141,6,69,1318,,,0,2014,N,72,1131,,,129345
142,6,59,1106,,,0,2014,H,85,1133,,,129346
143,6,57,1127,,,0,2014,H,74,1135,,,129347
144,6,93,1174,13,W,0,2014,A,95,1149,,,129348
145,6,65,1404,,,0,2014,H,91,1160,08,X,129349
146,6,73,1333,,,0,2014,A,78,1164,,,129350
147,6,48,1265,,,0,2014,A,75,1189,,,129351
148,6,58,1244,,,0,2014,A,66,1198,,,129352
149,6,72,1221,,,0,2014,N,82,1217,12,W,129353
150,6,58,1192,,,0,2014,H,80,1220,,,129354
151,6,62,1240,,,0,2014,H,86,1228,,,129355
152,6,75,1303,,,0,2014,H,83,1234,11,Y,129356
153,6,62,1423,,,0,2014,H,95,1235,03,W,129357
154,6,63,1297,,,0,2014,H,93,1246,08,Y,129358
155,6,89,1165,,,1,2014,A,93,1259,,,129359
156,6,73,1130,,,0,2014,N,86,1269,06,Y,129360
157,6,75,1380,,,0,2014,H,78,1292,,,129361
158,6,49,1391,,,0,2014,H,80,1323,,,129362
159,6,68,1409,13,X,0,2014,A,74,1331,,,129363
160,6,50,1197,,,0,2014,H,67,1343,,,129364
161,6,78,1370,,,0,2014,H,88,1449,,,129365
162,6,67,1184,15,X,0,2014,N,75,1464,,,129366
163,7,57,1253,,,0,2014,H,91,1112,01,Z,129367
164,7,61,1238,,,0,2014,A,65,1117,,,129368
165,7,103,1390,10,X,0,2014,A,112,1140,10,Z,129369
166,7,66,1377,,,0,2014,H,71,1145,,,129370
167,7,62,1463,,,0,2014,H,80,1163,07,W,129371
168,7,70,1282,,,0,2014,H,96,1166,03,Z,129372
169,7,50,1175,,,0,2014,H,68,1210,,,129373
170,7,61,1161,,,0,2014,H,93,1211,08,Z,129374
171,7,65,1410,,,0,2014,A,77,1222,,,129375
172,7,77,1396,,,0,2014,A,81,1245,,,129376
173,7,80,1204,,,1,2014,H,81,1274,,,129377
174,7,88,1218,,,0,2014,A,95,1308,13,Z,129378
175,7,70,1114,,,0,2014,A,72,1316,,,129379
176,7,82,1317,,,0,2014,H,95,1328,05,Z,129380
177,7,78,1151,,,0,2014,H,89,1347,,,129381
178,7,61,1125,,,0,2014,H,69,1350,,,129382
179,7,58,1348,,,0,2014,H,89,1374,,,129383
180,7,47,1101,,,0,2014,H,75,1382,,,129384
181,7,57,1194,,,0,2014,A,59,1383,,,129385
182,7,57,1298,,,0,2014,H,60,1384,,,129386
