,DayNum,LScore,LTeamID,LTseed,NumOT,Season,WLoc,WScore,WTeamID,WTseed,index
0,134,88,1448,11b,0,2017,N,95,1243,11a,2050
1,134,66,1309,16b,0,2017,N,67,1291,16a,2051
2,135,63,1300,16a,0,2017,N,67,1413,16b,2052
3,135,71,1344,11a,0,2017,N,75,1425,11b,2053
4,136,82,1315,15,0,2017,N,100,1112,02,2054
5,136,64,1457,13,0,2017,N,76,1139,04,2055
6,136,65,1190,13,0,2017,N,80,1196,04,2056
7,136,80,1195,14,0,2017,N,86,1199,03,2057
8,136,46,1355,16,0,2017,N,66,1211,01,2058
9,136,73,1305,12,0,2017,N,84,1235,05,2059
10,136,72,1278,05,0,2017,N,81,1292,12,2060
11,136,66,1435,09,0,2017,N,68,1321,08,2061
12,136,58,1343,12,0,2017,N,60,1323,05,2062
13,136,70,1436,13,0,2017,N,80,1345,04,2063
14,136,77,1433,10,0,2017,N,85,1388,07,2064
15,136,56,1291,16a,0,2017,N,76,1437,01,2065
16,136,71,1423,12,0,2017,N,76,1438,05,2066
17,136,80,1137,13,0,2017,N,86,1452,04,2067
18,136,74,1439,09,0,2017,N,84,1458,08,2068
19,136,65,1268,06,0,2017,N,76,1462,11,2069
20,137,71,1371,09,0,2017,N,77,1116,08,2070
21,137,73,1308,14,0,2017,N,91,1124,03,2071
22,137,61,1243,11a,0,2017,N,75,1153,06,2072
23,137,65,1407,15,0,2017,N,87,1181,02,2073
24,137,62,1413,16b,0,2017,N,100,1242,01,2074
25,137,70,1297,15,0,2017,N,79,1246,02,2075
26,137,63,1240,15,0,2017,N,78,1257,02,2076
27,137,91,1329,10,0,2017,N,92,1276,07,2077
28,137,58,1274,08,0,2017,N,78,1277,09,2078
29,137,64,1411,16,0,2017,N,103,1314,01,2079
30,137,77,1233,14,0,2017,N,93,1332,03,2080
31,137,72,1166,06,0,2017,N,84,1348,11,2081
32,137,73,1266,10,0,2017,N,93,1376,07,2082
33,137,80,1245,14,0,2017,N,97,1417,03,2083
34,137,65,1374,06,0,2017,N,66,1425,11b,2084
35,137,58,1173,07,0,2017,N,64,1455,10,2085
36,138,60,1388,07,0,2017,N,69,1112,02,2086
37,138,65,1292,12,0,2017,N,74,1139,04,2087
38,138,39,1438,05,0,2017,N,65,1196,04,2088
39,138,73,1321,08,0,2017,N,79,1211,01,2089
40,138,76,1235,05,0,2017,N,80,1345,04,2090
41,138,71,1323,05,0,2017,N,83,1452,04,2091
42,138,62,1437,01,0,2017,N,65,1458,08,2092
43,138,66,1199,03,0,2017,N,91,1462,11,2093
44,139,78,1425,11b,0,2017,N,82,1124,03,2094
45,139,70,1277,09,0,2017,N,90,1242,01,2095
46,139,62,1455,10,0,2017,N,65,1246,02,2096
47,139,69,1257,02,0,2017,N,73,1276,07,2097
48,139,65,1116,08,0,2017,N,72,1314,01,2098
49,139,72,1348,11,0,2017,N,75,1332,03,2099
50,139,81,1181,02,0,2017,N,88,1376,07,2100
51,139,67,1153,06,0,2017,N,79,1417,03,2101
52,143,58,1452,04,0,2017,N,61,1211,01,2102
53,143,66,1345,04,0,2017,N,98,1242,01,2103
54,143,68,1276,07,0,2017,N,69,1332,03,2104
55,143,71,1112,02,0,2017,N,73,1462,11,2105
56,144,83,1458,08,1,2017,N,84,1196,04,2106
57,144,75,1417,03,0,2017,N,86,1246,02,2107
58,144,80,1139,04,0,2017,N,92,1314,01,2108
59,144,50,1124,03,0,2017,N,70,1376,07,2109
60,145,59,1462,11,0,2017,N,83,1211,01,2110
61,145,60,1242,01,0,2017,N,74,1332,03,2111
62,146,73,1246,02,0,2017,N,75,1314,01,2112
63,146,70,1196,04,0,2017,N,77,1376,07,2113
64,152,73,1376,07,0,2017,N,77,1211,01,2114
65,152,76,1332,03,0,2017,N,77,1314,01,2115
66,154,65,1211,01,0,2017,N,71,1314,01,2116
67,134,64,1264,16b,0,2015,N,74,1214,16a,0
68,134,90,1140,11a,0,2015,N,94,1279,11b,1
69,135,55,1129,11a,0,2015,N,56,1173,11b,2
70,135,77,1316,16a,0,2015,N,81,1352,16b,3
71,136,72,1411,15,0,2015,N,93,1112,02,4
72,136,53,1459,12,0,2015,N,56,1116,05,5
73,136,48,1400,11,0,2015,N,56,1139,06,6
74,136,65,1345,09,1,2015,N,66,1153,08,7
75,136,74,1186,13,0,2015,N,84,1207,04,8
76,136,56,1124,03,0,2015,N,57,1209,14,9
77,136,56,1214,16a,0,2015,N,79,1246,01,10
78,136,65,1261,09,0,2015,N,66,1301,08,11
79,136,65,1217,13,0,2015,N,67,1314,04,12
80,136,65,1318,14,0,2015,N,69,1323,03,13
81,136,72,1433,07,1,2015,N,75,1326,10,14
82,136,59,1235,03,0,2015,N,60,1412,14,15
83,136,59,1374,06,0,2015,N,60,1417,11,16
84,136,50,1372,12,0,2015,N,57,1428,05,17
85,136,52,1248,16,0,2015,N,93,1437,01,18
86,136,57,1279,11b,0,2015,N,76,1462,06,19
87,137,53,1344,06,0,2015,N,66,1173,11b,20
88,137,56,1352,16b,0,2015,N,85,1181,01,21
89,137,76,1295,15,0,2015,N,86,1211,02,22
90,137,52,1172,10,0,2015,N,83,1234,07,23
91,137,56,1308,15,0,2015,N,75,1242,02,24
92,137,55,1414,13,0,2015,N,57,1257,04,25
93,137,62,1434,13,0,2015,N,65,1268,04,26
94,137,63,1208,10,0,2015,N,70,1277,07,27
95,137,54,1461,12,0,2015,N,71,1320,05,28
96,137,60,1107,14,0,2015,N,69,1328,03,29
97,137,73,1329,09,0,2015,N,79,1332,08,30
98,137,64,1385,09,0,2015,N,76,1361,08,31
99,137,67,1125,15,0,2015,N,79,1438,02,32
100,137,62,1138,12,0,2015,N,68,1452,05,33
101,137,76,1231,10,0,2015,N,81,1455,07,34
102,137,72,1157,16,0,2015,N,86,1458,01,35
103,138,58,1326,10,0,2015,N,73,1112,02,36
104,138,51,1153,08,0,2015,N,64,1246,01,37
105,138,68,1437,01,0,2015,N,71,1301,08,38
106,138,78,1116,05,0,2015,N,87,1314,04,39
107,138,64,1139,06,1,2015,N,67,1323,03,40
108,138,75,1412,14,0,2015,N,92,1417,11,41
109,138,64,1207,04,0,2015,N,75,1428,05,42
110,138,67,1209,14,0,2015,N,75,1462,06,43
111,139,49,1361,08,0,2015,N,68,1181,01,44
112,139,68,1234,07,0,2015,N,87,1211,02,45
113,139,53,1320,05,0,2015,N,66,1257,04,46
114,139,54,1438,02,0,2015,N,60,1277,07,47
115,139,66,1173,11b,0,2015,N,72,1328,03,48
116,139,59,1268,04,0,2015,N,69,1452,05,49
117,139,65,1242,02,0,2015,N,78,1455,07,50
118,139,65,1332,08,0,2015,N,72,1458,01,51
119,143,60,1462,06,0,2015,N,68,1112,02,52
120,143,39,1452,05,0,2015,N,78,1246,01,53
121,143,70,1455,07,0,2015,N,81,1323,03,54
122,143,72,1314,04,0,2015,N,79,1458,01,55
123,144,57,1428,05,0,2015,N,63,1181,01,56
124,144,62,1417,11,0,2015,N,74,1211,02,57
125,144,65,1301,08,0,2015,N,75,1257,04,58
126,144,58,1328,03,0,2015,N,62,1277,07,59
127,145,66,1323,03,0,2015,N,68,1246,01,60
128,145,78,1112,02,0,2015,N,85,1458,01,61
129,146,52,1211,02,0,2015,N,66,1181,01,62
130,146,70,1257,04,1,2015,N,76,1277,07,63
131,152,61,1277,07,0,2015,N,81,1181,01,64
132,152,64,1246,01,0,2015,N,71,1458,01,65
133,154,63,1458,01,0,2015,N,68,1181,01,66
134,11,57,1420,,0,2015,H,74,1103,,67
135,11,54,1406,,0,2015,H,82,1104,,68
136,11,55,1291,,0,2015,H,78,1112,02,69
137,11,50,1152,,0,2015,H,86,1113,,70
138,11,78,1102,,0,2015,H,84,1119,,71
139,11,73,1454,,0,2015,H,83,1120,,72
140,11,39,1270,,0,2015,H,80,1124,03,73
141,11,75,1360,,0,2015,N,81,1129,11a,74
142,11,50,1306,,0,2015,H,58,1130,,75
143,11,58,1389,,0,2015,H,70,1135,,76
144,11,72,1265,,0,2015,H,75,1137,,77
145,11,67,1355,,0,2015,H,69,1138,12,78
146,11,90,1253,,0,2015,H,95,1140,11a,79
147,11,57,1108,,0,2015,H,91,1143,,80
148,11,65,1279,11b,1,2015,A,66,1149,,81
149,11,37,1384,,0,2015,H,52,1153,08,82
150,11,41,1197,,0,2015,H,86,1155,,83
151,11,40,1202,,0,2015,A,75,1158,,84
152,11,48,1180,,0,2015,H,65,1160,,85
153,11,53,1136,,0,2015,H,66,1163,,86
154,11,60,1206,,0,2015,A,68,1165,,87
155,11,77,1146,,0,2015,H,104,1166,,88
