,DayNum,LScore,LTeamID,LTseed,NumOT,Season,WLoc,WScore,WTeamID,WTseed,index
0,134,64,1291,16b,0,2014,N,71,1107,16a,1849
1,134,59,1462,12b,0,2014,N,74,1301,12a,1850
2,135,69,1411,16b,0,2014,N,81,1142,16a,1851
3,135,65,1234,11a,1,2014,N,78,1397,11b,1852
4,136,81,1386,10,1,2014,N,89,1163,07,1853
5,136,59,1326,06,0,2014,N,60,1173,11,1854
6,136,55,1107,16a,0,2014,N,67,1196,01,1855
7,136,57,1153,05,0,2014,N,61,1217,12,1856
8,136,64,1264,13,0,2014,N,71,1257,04,1857
9,136,40,1459,15,0,2014,N,57,1276,02,1858
10,136,78,1174,13,0,2014,N,93,1277,04,1859
11,136,75,1328,05,1,2014,N,80,1295,12,1860
12,136,68,1140,10,0,2014,N,87,1332,07,1861
13,136,48,1160,08,0,2014,N,77,1338,09,1862
14,136,69,1308,13,1,2014,N,73,1361,04,1863
15,136,80,1301,12a,1,2014,N,83,1387,05,1864
16,136,53,1444,14,0,2014,N,77,1393,03,1865
17,136,85,1113,10,0,2014,N,87,1400,07,1866
18,136,53,1454,15,0,2014,N,73,1437,02,1867
19,136,35,1110,15,0,2014,N,75,1458,02,1868
20,137,59,1451,16,0,2014,N,68,1112,01,1869
21,137,60,1304,11,0,2014,N,74,1124,06,1870
22,137,66,1418,14,0,2014,N,76,1166,03,1871
23,137,77,1329,09,0,2014,N,85,1211,08,1872
24,137,75,1300,14,0,2014,N,93,1235,03,1873
25,137,69,1184,15,0,2014,N,80,1242,02,1874
26,137,49,1243,09,0,2014,N,56,1246,08,1875
27,137,66,1203,09,0,2014,N,71,1272,08,1876
28,137,71,1181,03,0,2014,N,78,1273,14,1877
29,137,77,1344,11,0,2014,N,79,1314,06,1878
30,137,75,1433,05,1,2014,N,77,1372,12,1879
31,137,53,1307,07,0,2014,N,58,1390,10,1880
32,137,67,1269,06,0,2014,N,86,1397,11b,1881
33,137,59,1409,13,0,2014,N,76,1417,04,1882
34,137,59,1157,16,0,2014,N,70,1438,01,1883
35,137,37,1142,16a,0,2014,N,64,1455,01,1884
36,138,65,1437,02,0,2014,N,77,1163,07,1885
37,138,53,1393,03,0,2014,N,55,1173,11,1886
38,138,45,1338,09,0,2014,N,61,1196,01,1887
39,138,51,1387,05,0,2014,N,66,1257,04,1888
40,138,65,1400,07,0,2014,N,79,1276,02,1889
41,138,73,1217,12,0,2014,N,80,1277,04,1890
42,138,44,1295,12,0,2014,N,63,1361,04,1891
43,138,77,1332,07,0,2014,N,85,1458,02,1892
44,139,61,1211,08,0,2014,N,84,1112,01,1893
45,139,55,1166,03,0,2014,N,85,1124,06,1894
46,139,83,1314,06,0,2014,N,85,1235,03,1895
47,139,76,1455,01,0,2014,N,78,1246,08,1896
48,139,57,1242,02,0,2014,N,60,1390,10,1897
49,139,63,1273,14,0,2014,N,83,1397,11b,1898
50,139,60,1372,12,0,2014,N,77,1417,04,1899
51,139,60,1272,08,0,2014,N,78,1438,01,1900
52,143,64,1361,04,0,2014,N,70,1112,01,1901
53,143,72,1390,10,0,2014,N,82,1173,11,1902
54,143,68,1417,04,0,2014,N,79,1196,01,1903
55,143,52,1124,06,0,2014,N,69,1458,02,1904
56,144,76,1235,03,0,2014,N,81,1163,07,1905
57,144,69,1257,04,0,2014,N,74,1246,08,1906
58,144,71,1397,11b,0,2014,N,73,1276,02,1907
59,144,59,1438,01,0,2014,N,61,1277,04,1908
60,145,52,1173,11,0,2014,N,62,1196,01,1909
61,145,63,1112,01,1,2014,N,64,1458,02,1910
62,146,54,1277,04,0,2014,N,60,1163,07,1911
63,146,72,1276,02,0,2014,N,75,1246,08,1912
64,152,53,1196,01,0,2014,N,63,1163,07,1913
65,152,73,1458,02,0,2014,N,74,1246,08,1914
66,154,54,1246,08,0,2014,N,60,1163,07,1915
67,134,72,1233,14b,0,2012,N,78,1140,14a,0
68,134,58,1290,16a,0,2012,N,59,1443,16b,1
69,135,54,1143,12a,0,2012,N,65,1378,12b,2
70,135,59,1249,16a,0,2012,N,71,1436,16b,3
71,136,60,1355,14,0,2012,N,68,1124,03,4
72,136,64,1424,06,0,2012,N,68,1160,11,5
73,136,54,1452,10,0,2012,N,77,1211,07,6
74,136,66,1308,13,0,2012,N,79,1231,04,7
75,136,64,1163,09,0,2012,N,77,1235,08,8
76,136,64,1379,09,0,2012,N,70,1243,08,9
77,136,66,1443,16b,0,2012,N,81,1246,01,10
78,136,62,1172,13,0,2012,N,69,1257,04,11
79,136,68,1140,14a,0,2012,N,88,1266,03,12
80,136,41,1161,11,0,2012,N,58,1293,06,13
81,136,68,1253,12,0,2012,N,75,1307,05,14
82,136,59,1259,15,0,2012,N,78,1326,02,15
83,136,65,1421,16,0,2012,N,72,1393,01,16
84,136,59,1455,05,0,2012,N,62,1433,12,17
85,136,70,1217,12,0,2012,N,79,1435,05,18
86,136,49,1285,13,0,2012,N,73,1458,04,19
87,137,59,1400,11,0,2012,N,65,1153,06,20
88,137,57,1104,09,0,2012,N,58,1166,08,21
89,137,45,1438,10,0,2012,N,71,1196,07,22
90,137,63,1382,14,0,2012,N,66,1199,03,23
91,137,59,1125,14,0,2012,N,74,1207,03,24
92,137,50,1178,15,0,2012,N,65,1242,02,25
93,137,70,1181,02,0,2012,N,75,1250,15,26
94,137,67,1254,16,0,2012,N,89,1277,01,27
95,137,65,1361,06,0,2012,N,79,1301,11,28
96,137,84,1281,02,0,2012,N,86,1313,15,29
97,137,58,1436,16b,0,2012,N,77,1314,01,30
98,137,60,1276,04,0,2012,N,65,1325,13,31
99,137,69,1388,07,0,2012,N,72,1345,10,32
100,137,44,1396,05,0,2012,N,58,1378,12b,33
101,137,54,1272,08,0,2012,N,61,1387,09,34
102,137,63,1323,07,0,2012,N,67,1462,10,35
103,138,63,1160,11,0,2012,N,80,1124,03,36
104,138,61,1433,12,0,2012,N,63,1231,04,37
105,138,71,1235,08,0,2012,N,87,1246,01,38
106,138,56,1307,05,0,2012,N,59,1257,04,39
107,138,53,1293,06,0,2012,N,62,1266,03,40
108,138,66,1211,07,0,2012,N,73,1326,02,41
109,138,59,1243,08,0,2012,N,75,1393,01,42
110,138,57,1435,05,0,2012,N,60,1458,04,43
111,139,56,1199,03,0,2012,N,62,1153,06,44
112,139,50,1313,15,0,2012,N,84,1196,07,45
113,139,60,1345,10,0,2012,N,63,1242,02,46
114,139,61,1387,09,0,2012,N,65,1277,01,47
115,139,63,1207,03,0,2012,N,66,1301,11,48
116,139,73,1166,08,0,2012,N,87,1314,01,49
117,139,56,1378,12b,0,2012,N,62,1325,13,50
118,139,58,1250,15,0,2012,N,70,1462,10,51
119,143,58,1266,03,0,2012,N,68,1196,07,52
120,143,44,1277,01,0,2012,N,57,1257,04,53
121,143,66,1153,06,0,2012,N,81,1326,02,54
122,143,63,1458,04,0,2012,N,64,1393,01,55
123,144,70,1462,10,0,2012,N,75,1124,03,56
124,144,57,1301,11,0,2012,N,60,1242,02,57
125,144,90,1231,04,0,2012,N,102,1246,01,58
126,144,65,1325,13,1,2012,N,73,1314,01,59
127,145,68,1196,07,0,2012,N,72,1257,04,60
128,145,70,1393,01,0,2012,N,77,1326,02,61
129,146,67,1314,01,0,2012,N,80,1242,02,62
130,146,70,1124,03,0,2012,N,82,1246,01,63
131,152,62,1326,02,0,2012,N,64,1242,02,64
132,152,61,1257,04,0,2012,N,69,1246,01,65
133,154,59,1242,02,0,2012,N,67,1246,01,66
134,7,64,1434,,0,2012,H,73,1112,,67
135,7,66,1184,,0,2012,H,76,1280,,68
136,7,59,1456,,0,2012,H,74,1385,,69
137,9,58,1280,,0,2012,A,68,1103,,70
138,9,59,1182,,0,2012,H,67,1112,,71
139,9,73,1250,15,0,2012,H,78,1385,,72
140,9,59,1251,,0,2012,H,81,1401,,73
141,11,71,1119,,0,2012,H,87,1102,,74
142,11,44,1316,,0,2012,H,64,1104,09,75
143,11,72,1286,,0,2012,H,78,1113,,76
144,11,63,1367,,0,2012,H,83,1116,,77
145,11,62,1270,,0,2012,H,84,1120,,78
146,11,57,1411,,0,2012,H,77,1124,03,79
147,11,48,1224,,0,2012,H,63,1132,,80
148,11,65,1389,,0,2012,H,72,1138,,81
149,11,56,1414,,0,2012,H,77,1143,12a,82
150,11,68,1223,,0,2012,H,82,1144,,83
151,11,57,1300,,0,2012,H,73,1150,,84
152,11,44,1205,,0,2012,H,65,1155,,85
153,11,69,1221,,0,2012,H,78,1158,,86
154,11,58,1285,13,0,2012,H,64,1161,11,87
155,11,57,1162,,0,2012,H,70,1163,09,88
156,11,65,1299,,0,2012,H,97,1166,08,89
157,11,61,1340,,0,2012,H,69,1176,,90
158,11,72,1410,,0,2012,H,91,1177,,91
159,11,76,1125,14,0,2012,H,77,1181,02,92
160,11,57,1227,,0,2012,H,68,1185,,93
161,11,60,1346,,0,2012,N,72,1193,,94
162,11,59,1238,,0,2012,H,99,1196,07,95
163,11,67,1239,,0,2012,H,79,1199,03,96
164,11,47,1229,,0,2012,H,55,1201,,97
165,11,48,1271,,0,2012,H,64,1203,,98
166,11,90,1348,,1,2012,H,92,1206,,99
167,11,49,1459,,0,2012,H,62,1208,,100
168,11,59,1197,,0,2012,H,92,1210,,101
169,11,69,1186,,0,2012,H,77,1211,07,102
170,11,71,1254,16,0,2012,H,89,1220,,103
171,11,49,1260,,0,2012,H,67,1228,,104
172,11,66,1392,,0,2012,H,96,1231,04,105
173,11,72,1183,,0,2012,H,79,1232,,106
174,11,53,1152,,0,2012,H,96,1234,,107
175,11,54,1406,,0,2012,H,100,1242,02,108
